category,year_month,count
FOOD & DRINK,2014-04,173
FOOD & DRINK,2018-12,1
FOOD & DRINK,2019-02,2
FOOD & DRINK,2019-03,2
FOOD & DRINK,2019-12,2
FOOD & DRINK,2020-03,11
FOOD & DRINK,2020-04,11
FOOD & DRINK,2020-05,7
FOOD & DRINK,2020-06,7
FOOD & DRINK,2020-07,4
FOOD & DRINK,2020-08,4
FOOD & DRINK,2020-09,2
FOOD & DRINK,2020-10,1
FOOD & DRINK,2020-12,7
FOOD & DRINK,2021-03,1
FOOD & DRINK,2021-04,3
FOOD & DRINK,2021-05,1
FOOD & DRINK,2021-06,2
FOOD & DRINK,2021-07,5
FOOD & DRINK,2021-08,4
FOOD & DRINK,2021-09,4
FOOD & DRINK,2021-10,8
FOOD & DRINK,2021-11,4
FOOD & DRINK,2021-12,4
FOOD & DRINK,2022-01,2
FOOD & DRINK,2022-02,1
FOOD & DRINK,2022-05,4
FOOD & DRINK,2022-06,5
FOOD & DRINK,2022-07,3
FOOD & DRINK,2022-08,2
GOOD NEWS,2014-04,10
GOOD NEWS,2014-05,29
GOOD NEWS,2014-06,38
GOOD NEWS,2014-07,48
GOOD NEWS,2014-08,46
GOOD NEWS,2014-09,37
GOOD NEWS,2014-10,37
GOOD NEWS,2014-11,32
GOOD NEWS,2014-12,38
GOOD NEWS,2015-01,25
GOOD NEWS,2015-02,23
GOOD NEWS,2015-03,23
GOOD NEWS,2015-04,25
GOOD NEWS,2015-05,27
GOOD NEWS,2015-06,37
GOOD NEWS,2015-07,49
GOOD NEWS,2015-08,57
GOOD NEWS,2015-09,46
GOOD NEWS,2015-10,42
GOOD NEWS,2015-11,44
GOOD NEWS,2015-12,63
GOOD NEWS,2016-01,52
GOOD NEWS,2016-02,51
GOOD NEWS,2016-03,57
GOOD NEWS,2016-04,75
GOOD NEWS,2016-05,65
GOOD NEWS,2016-06,58
GOOD NEWS,2016-07,72
GOOD NEWS,2016-08,59
GOOD NEWS,2016-09,52
GOOD NEWS,2016-10,30
GOOD NEWS,2016-11,11
GOOD NEWS,2016-12,15
GOOD NEWS,2017-01,6
GOOD NEWS,2017-02,3
GOOD NEWS,2017-03,1
GOOD NEWS,2017-04,4
GOOD NEWS,2017-05,2
GOOD NEWS,2017-06,4
GOOD NEWS,2017-07,4
GOOD NEWS,2017-08,1
GREEN,2014-04,42
GREEN,2014-05,108
GREEN,2014-06,89
GREEN,2014-07,111
GREEN,2014-08,96
GREEN,2014-09,129
GREEN,2014-10,71
GREEN,2014-11,74
GREEN,2014-12,86
GREEN,2015-01,76
GREEN,2015-02,68
GREEN,2015-03,84
GREEN,2015-04,97
GREEN,2015-05,66
GREEN,2015-06,70
GREEN,2015-07,27
GREEN,2015-08,52
GREEN,2015-09,42
GREEN,2015-10,57
GREEN,2015-11,44
GREEN,2015-12,55
GREEN,2016-01,52
GREEN,2016-02,30
GREEN,2016-03,24
GREEN,2016-04,44
GREEN,2016-05,59
GREEN,2016-06,45
GREEN,2016-07,29
GREEN,2016-08,39
GREEN,2016-09,44
GREEN,2016-10,45
GREEN,2016-11,40
GREEN,2016-12,54
GREEN,2017-01,37
GREEN,2017-02,34
GREEN,2017-03,31
GREEN,2017-04,46
GREEN,2017-05,39
GREEN,2017-06,52
GREEN,2017-07,44
GREEN,2017-08,58
GREEN,2017-09,61
GREEN,2017-10,56
GREEN,2017-11,36
GREEN,2017-12,50
GREEN,2018-01,29
HEALTHY LIVING,2014-04,92
HEALTHY LIVING,2014-05,244
HEALTHY LIVING,2014-06,235
HEALTHY LIVING,2014-07,197
HEALTHY LIVING,2014-08,215
HEALTHY LIVING,2014-09,228
HEALTHY LIVING,2014-10,281
HEALTHY LIVING,2014-11,237
HEALTHY LIVING,2014-12,279
HEALTHY LIVING,2015-01,247
HEALTHY LIVING,2015-02,228
HEALTHY LIVING,2015-03,227
HEALTHY LIVING,2015-04,189
HEALTHY LIVING,2015-05,225
HEALTHY LIVING,2015-06,205
HEALTHY LIVING,2015-07,137
HEALTHY LIVING,2015-08,96
HEALTHY LIVING,2015-09,114
HEALTHY LIVING,2015-10,125
HEALTHY LIVING,2015-11,99
HEALTHY LIVING,2015-12,102
HEALTHY LIVING,2016-01,100
HEALTHY LIVING,2016-02,87
HEALTHY LIVING,2016-03,163
HEALTHY LIVING,2016-04,100
HEALTHY LIVING,2016-05,82
HEALTHY LIVING,2016-06,68
HEALTHY LIVING,2016-07,85
HEALTHY LIVING,2016-08,119
HEALTHY LIVING,2016-09,100
HEALTHY LIVING,2016-10,88
HEALTHY LIVING,2016-11,106
HEALTHY LIVING,2016-12,143
HEALTHY LIVING,2017-01,99
HEALTHY LIVING,2017-02,88
HEALTHY LIVING,2017-03,114
HEALTHY LIVING,2017-04,128
HEALTHY LIVING,2017-05,164
HEALTHY LIVING,2017-06,149
HEALTHY LIVING,2017-07,160
HEALTHY LIVING,2017-08,152
HEALTHY LIVING,2017-09,130
HEALTHY LIVING,2017-10,122
HEALTHY LIVING,2017-11,77
HEALTHY LIVING,2017-12,53
HEALTHY LIVING,2018-01,15
HOME & LIVING,2012-01,16
HOME & LIVING,2012-02,188
HOME & LIVING,2012-03,195
HOME & LIVING,2012-04,133
HOME & LIVING,2012-05,108
HOME & LIVING,2012-06,119
HOME & LIVING,2012-07,132
HOME & LIVING,2012-08,110
HOME & LIVING,2012-09,118
HOME & LIVING,2012-10,166
HOME & LIVING,2012-11,173
HOME & LIVING,2012-12,162
HOME & LIVING,2013-01,179
HOME & LIVING,2013-02,157
HOME & LIVING,2013-03,161
HOME & LIVING,2013-04,188
HOME & LIVING,2013-05,203
HOME & LIVING,2013-06,196
HOME & LIVING,2013-07,240
HOME & LIVING,2013-08,285
HOME & LIVING,2013-09,218
HOME & LIVING,2013-10,216
HOME & LIVING,2013-11,138
HOME & LIVING,2013-12,125
HOME & LIVING,2014-01,83
HOME & LIVING,2014-02,73
HOME & LIVING,2014-03,67
HOME & LIVING,2014-04,46
HOME & LIVING,2018-06,1
HOME & LIVING,2018-11,1
HOME & LIVING,2018-12,2
HOME & LIVING,2019-02,3
HOME & LIVING,2019-03,4
HOME & LIVING,2019-04,1
HOME & LIVING,2019-05,3
HOME & LIVING,2019-07,2
HOME & LIVING,2019-09,1
HOME & LIVING,2019-10,3
HOME & LIVING,2019-11,4
HOME & LIVING,2019-12,7
HOME & LIVING,2020-03,7
HOME & LIVING,2020-04,8
HOME & LIVING,2020-05,7
HOME & LIVING,2020-06,6
HOME & LIVING,2020-07,7
HOME & LIVING,2020-08,1
HOME & LIVING,2020-09,7
HOME & LIVING,2020-10,4
HOME & LIVING,2020-11,3
HOME & LIVING,2020-12,8
HOME & LIVING,2021-01,2
HOME & LIVING,2021-03,1
HOME & LIVING,2021-04,2
HOME & LIVING,2021-05,4
HOME & LIVING,2021-06,2
HOME & LIVING,2021-07,2
HOME & LIVING,2021-08,5
HOME & LIVING,2021-09,4
HOME & LIVING,2021-10,5
HOME & LIVING,2021-11,2
HOME & LIVING,2021-12,2
HOME & LIVING,2022-01,1
HOME & LIVING,2022-04,1
HOME & LIVING,2022-06,1
HOME & LIVING,2022-07,1
IMPACT,2012-01,10
IMPACT,2012-02,33
IMPACT,2012-03,25
IMPACT,2012-04,33
IMPACT,2012-05,44
IMPACT,2012-06,20
IMPACT,2012-07,22
IMPACT,2012-08,20
IMPACT,2012-09,26
IMPACT,2012-10,13
IMPACT,2012-11,39
IMPACT,2012-12,47
IMPACT,2013-01,37
IMPACT,2013-02,16
IMPACT,2013-03,33
IMPACT,2013-04,22
IMPACT,2013-05,34
IMPACT,2013-06,52
IMPACT,2013-07,37
IMPACT,2013-08,18
IMPACT,2013-09,32
IMPACT,2013-10,27
IMPACT,2013-11,53
IMPACT,2013-12,33
IMPACT,2014-01,41
IMPACT,2014-02,42
IMPACT,2014-03,35
IMPACT,2014-04,71
IMPACT,2014-05,109
IMPACT,2014-06,106
IMPACT,2014-07,99
IMPACT,2014-08,110
IMPACT,2014-09,107
IMPACT,2014-10,115
IMPACT,2014-11,131
IMPACT,2014-12,137
IMPACT,2015-01,101
IMPACT,2015-02,84
IMPACT,2015-03,96
IMPACT,2015-04,108
IMPACT,2015-05,133
IMPACT,2015-06,89
IMPACT,2015-07,38
IMPACT,2015-08,36
IMPACT,2015-09,25
IMPACT,2015-10,22
IMPACT,2015-11,23
IMPACT,2015-12,46
IMPACT,2016-01,27
IMPACT,2016-02,23
IMPACT,2016-03,32
IMPACT,2016-04,34
IMPACT,2016-05,45
IMPACT,2016-06,51
IMPACT,2016-07,47
IMPACT,2016-08,51
IMPACT,2016-09,44
IMPACT,2016-10,26
IMPACT,2016-11,21
IMPACT,2016-12,34
IMPACT,2017-01,11
IMPACT,2017-02,14
IMPACT,2017-03,15
IMPACT,2017-04,23
IMPACT,2017-05,26
IMPACT,2017-06,28
IMPACT,2017-07,19
IMPACT,2017-08,29
IMPACT,2017-09,49
IMPACT,2017-10,48
IMPACT,2017-11,38
IMPACT,2017-12,17
IMPACT,2018-01,14
IMPACT,2018-02,13
IMPACT,2018-03,18
IMPACT,2018-04,13
IMPACT,2018-05,19
IMPACT,2018-06,2
IMPACT,2018-10,1
IMPACT,2018-11,1
IMPACT,2018-12,1
IMPACT,2019-03,1
IMPACT,2019-09,1
IMPACT,2019-11,3
IMPACT,2020-04,7
IMPACT,2020-06,2
IMPACT,2020-07,3
IMPACT,2020-10,3
LATINO VOICES,2014-04,6
LATINO VOICES,2014-05,9
LATINO VOICES,2014-06,27
LATINO VOICES,2014-07,21
LATINO VOICES,2014-08,13
LATINO VOICES,2014-09,11
LATINO VOICES,2014-10,13
LATINO VOICES,2014-11,11
LATINO VOICES,2014-12,10
LATINO VOICES,2015-01,16
LATINO VOICES,2015-02,17
LATINO VOICES,2015-03,27
LATINO VOICES,2015-04,15
LATINO VOICES,2015-05,17
LATINO VOICES,2015-06,19
LATINO VOICES,2015-07,20
LATINO VOICES,2015-08,27
LATINO VOICES,2015-09,37
LATINO VOICES,2015-10,27
LATINO VOICES,2015-11,25
LATINO VOICES,2015-12,22
LATINO VOICES,2016-01,18
LATINO VOICES,2016-02,20
LATINO VOICES,2016-03,25
LATINO VOICES,2016-04,35
LATINO VOICES,2016-05,21
LATINO VOICES,2016-06,29
LATINO VOICES,2016-07,33
LATINO VOICES,2016-08,48
LATINO VOICES,2016-09,37
LATINO VOICES,2016-10,23
LATINO VOICES,2016-11,37
LATINO VOICES,2016-12,28
LATINO VOICES,2017-01,24
LATINO VOICES,2017-02,21
LATINO VOICES,2017-03,30
LATINO VOICES,2017-04,24
LATINO VOICES,2017-05,21
LATINO VOICES,2017-06,16
LATINO VOICES,2017-07,25
LATINO VOICES,2017-08,28
LATINO VOICES,2017-09,40
LATINO VOICES,2017-10,26
LATINO VOICES,2017-11,14
LATINO VOICES,2017-12,33
LATINO VOICES,2018-01,50
LATINO VOICES,2018-02,23
LATINO VOICES,2018-03,2
LATINO VOICES,2018-04,4
LATINO VOICES,2018-05,4
LATINO VOICES,2021-04,1
MEDIA,2014-04,25
MEDIA,2014-05,60
MEDIA,2014-06,58
MEDIA,2014-07,71
MEDIA,2014-08,66
MEDIA,2014-09,54
MEDIA,2014-10,58
MEDIA,2014-11,42
MEDIA,2014-12,52
MEDIA,2015-01,43
MEDIA,2015-02,54
MEDIA,2015-03,44
MEDIA,2015-04,41
MEDIA,2015-05,46
MEDIA,2015-06,45
MEDIA,2015-07,49
MEDIA,2015-08,104
MEDIA,2015-09,91
MEDIA,2015-10,116
MEDIA,2015-11,131
MEDIA,2015-12,101
MEDIA,2016-01,102
MEDIA,2016-02,34
MEDIA,2016-03,41
MEDIA,2016-04,24
MEDIA,2016-05,49
MEDIA,2016-06,40
MEDIA,2016-07,44
MEDIA,2016-08,41
MEDIA,2016-09,43
MEDIA,2016-10,45
MEDIA,2016-11,43
MEDIA,2016-12,32
MEDIA,2017-01,39
MEDIA,2017-02,38
MEDIA,2017-03,35
MEDIA,2017-04,57
MEDIA,2017-05,79
MEDIA,2017-06,52
MEDIA,2017-07,49
MEDIA,2017-08,54
MEDIA,2017-09,46
MEDIA,2017-10,56
MEDIA,2017-11,67
MEDIA,2017-12,61
MEDIA,2018-01,78
MEDIA,2018-02,57
MEDIA,2018-03,47
MEDIA,2018-04,75
MEDIA,2018-05,36
MEDIA,2018-06,1
MEDIA,2018-07,1
MEDIA,2018-08,1
MEDIA,2018-09,6
MEDIA,2018-10,7
MEDIA,2018-11,7
MEDIA,2018-12,7
MEDIA,2019-01,12
MEDIA,2019-02,12
MEDIA,2019-03,15
MEDIA,2019-04,2
MEDIA,2019-09,10
MEDIA,2019-10,11
MEDIA,2019-11,9
MEDIA,2019-12,2
MEDIA,2020-03,2
MEDIA,2020-04,2
MEDIA,2020-06,2
MEDIA,2020-08,1
MEDIA,2021-03,1
MEDIA,2021-05,2
MEDIA,2021-06,2
MEDIA,2021-07,2
MEDIA,2021-08,2
MEDIA,2021-11,1
MEDIA,2021-12,1
MEDIA,2022-01,1
MEDIA,2022-02,2
MEDIA,2022-03,2
MEDIA,2022-04,1
MEDIA,2022-06,1
MEDIA,2022-07,1
MONEY,2012-02,8
MONEY,2012-03,192
MONEY,2012-04,158
MONEY,2012-05,153
MONEY,2012-06,162
MONEY,2012-07,147
MONEY,2012-08,196
MONEY,2012-09,108
MONEY,2012-10,133
MONEY,2012-11,104
MONEY,2012-12,73
MONEY,2013-01,3
MONEY,2013-11,27
MONEY,2013-12,51
MONEY,2014-01,47
MONEY,2014-02,44
MONEY,2014-03,64
MONEY,2014-04,37
MONEY,2018-06,2
MONEY,2018-07,1
MONEY,2018-08,2
MONEY,2018-09,1
MONEY,2018-12,1
MONEY,2019-02,1
MONEY,2019-03,1
MONEY,2019-04,3
MONEY,2019-05,4
MONEY,2019-06,5
MONEY,2019-07,3
MONEY,2019-08,1
MONEY,2019-09,2
MONEY,2019-12,1
MONEY,2020-01,4
MONEY,2020-02,8
MONEY,2020-03,4
MONEY,2020-05,1
MONEY,2020-06,1
MONEY,2021-01,1
MONEY,2021-02,1
MONEY,2021-10,1
PARENTING,2012-01,27
PARENTING,2012-02,226
PARENTING,2012-03,227
PARENTING,2012-04,265
PARENTING,2012-05,302
PARENTING,2012-06,304
PARENTING,2012-07,274
PARENTING,2012-08,305
PARENTING,2012-09,283
PARENTING,2012-10,280
PARENTING,2012-11,306
PARENTING,2012-12,328
PARENTING,2013-01,444
PARENTING,2013-02,351
PARENTING,2013-03,407
PARENTING,2013-04,389
PARENTING,2013-05,359
PARENTING,2013-06,278
PARENTING,2013-07,324
PARENTING,2013-08,303
PARENTING,2013-09,328
PARENTING,2013-10,390
PARENTING,2013-11,284
PARENTING,2013-12,343
PARENTING,2014-01,366
PARENTING,2014-02,368
PARENTING,2014-03,380
PARENTING,2014-04,236
PARENTING,2018-10,1
PARENTING,2018-11,2
PARENTING,2019-01,1
PARENTING,2019-02,1
PARENTING,2019-04,1
PARENTING,2019-05,1
PARENTING,2019-10,4
PARENTING,2019-11,1
PARENTING,2019-12,1
PARENTING,2020-03,3
PARENTING,2020-04,8
PARENTING,2020-05,9
PARENTING,2020-06,7
PARENTING,2020-07,6
PARENTING,2020-08,6
PARENTING,2020-09,10
PARENTING,2020-10,5
PARENTING,2020-11,2
PARENTING,2020-12,2
PARENTING,2021-01,2
PARENTING,2021-02,1
PARENTING,2021-04,5
PARENTING,2021-05,1
PARENTING,2021-06,3
PARENTING,2021-07,1
PARENTING,2021-08,7
PARENTING,2021-09,4
PARENTING,2021-10,2
PARENTING,2021-12,1
PARENTING,2022-02,1
PARENTING,2022-05,5
PARENTING,2022-06,5
PARENTING,2022-07,2
PARENTING,2022-08,1
PARENTING,2022-09,2
PARENTS,2014-04,41
PARENTS,2014-05,153
PARENTS,2014-06,101
PARENTS,2014-07,89
PARENTS,2014-08,139
PARENTS,2014-09,112
PARENTS,2014-10,117
PARENTS,2014-11,99
PARENTS,2014-12,118
PARENTS,2015-01,75
PARENTS,2015-02,100
PARENTS,2015-03,114
PARENTS,2015-04,115
PARENTS,2015-05,134
PARENTS,2015-06,121
PARENTS,2015-07,62
PARENTS,2015-08,41
PARENTS,2015-09,40
PARENTS,2015-10,42
PARENTS,2015-11,41
PARENTS,2015-12,62
PARENTS,2016-01,57
PARENTS,2016-02,45
PARENTS,2016-03,47
PARENTS,2016-04,53
PARENTS,2016-05,53
PARENTS,2016-06,71
PARENTS,2016-07,49
PARENTS,2016-08,82
PARENTS,2016-09,58
PARENTS,2016-10,68
PARENTS,2016-11,75
PARENTS,2016-12,116
PARENTS,2017-01,102
PARENTS,2017-02,100
PARENTS,2017-03,110
PARENTS,2017-04,103
PARENTS,2017-05,129
PARENTS,2017-06,103
PARENTS,2017-07,113
PARENTS,2017-08,139
PARENTS,2017-09,108
PARENTS,2017-10,112
PARENTS,2017-11,62
PARENTS,2017-12,48
PARENTS,2018-01,35
PARENTS,2018-02,1
POLITICS,2014-04,133
POLITICS,2014-05,346
POLITICS,2014-06,379
POLITICS,2014-07,411
POLITICS,2014-08,400
POLITICS,2014-09,361
POLITICS,2014-10,379
POLITICS,2014-11,459
POLITICS,2014-12,314
POLITICS,2015-01,368
POLITICS,2015-02,312
POLITICS,2015-03,379
POLITICS,2015-04,374
POLITICS,2015-05,373
POLITICS,2015-06,401
POLITICS,2015-07,454
POLITICS,2015-08,573
POLITICS,2015-09,649
POLITICS,2015-10,778
POLITICS,2015-11,568
POLITICS,2015-12,658
POLITICS,2016-01,744
POLITICS,2016-02,921
POLITICS,2016-03,843
POLITICS,2016-04,794
POLITICS,2016-05,827
POLITICS,2016-06,759
POLITICS,2016-07,807
POLITICS,2016-08,674
POLITICS,2016-09,820
POLITICS,2016-10,1007
POLITICS,2016-11,1017
POLITICS,2016-12,777
POLITICS,2017-01,1046
POLITICS,2017-02,922
POLITICS,2017-03,960
POLITICS,2017-04,873
POLITICS,2017-05,991
POLITICS,2017-06,956
POLITICS,2017-07,883
POLITICS,2017-08,912
POLITICS,2017-09,765
POLITICS,2017-10,773
POLITICS,2017-11,772
POLITICS,2017-12,760
POLITICS,2018-01,708
POLITICS,2018-02,579
POLITICS,2018-03,697
POLITICS,2018-04,570
POLITICS,2018-05,513
POLITICS,2018-06,30
POLITICS,2018-07,23
POLITICS,2018-08,11
POLITICS,2018-09,40
POLITICS,2018-10,85
POLITICS,2018-11,66
POLITICS,2018-12,77
POLITICS,2019-01,65
POLITICS,2019-02,60
POLITICS,2019-03,75
POLITICS,2019-04,16
POLITICS,2019-05,26
POLITICS,2019-06,12
POLITICS,2019-07,4
POLITICS,2019-08,10
POLITICS,2019-09,33
POLITICS,2019-10,47
POLITICS,2019-11,65
POLITICS,2019-12,94
POLITICS,2020-01,29
POLITICS,2020-02,19
POLITICS,2020-03,34
POLITICS,2020-04,42
POLITICS,2020-05,74
POLITICS,2020-06,72
POLITICS,2020-07,86
POLITICS,2020-08,85
POLITICS,2020-09,80
POLITICS,2020-10,79
POLITICS,2020-11,107
POLITICS,2020-12,95
POLITICS,2021-01,133
POLITICS,2021-02,19
POLITICS,2021-03,26
POLITICS,2021-04,82
POLITICS,2021-05,109
POLITICS,2021-06,83
POLITICS,2021-07,86
POLITICS,2021-08,57
POLITICS,2021-09,61
POLITICS,2021-10,56
POLITICS,2021-11,60
POLITICS,2021-12,51
POLITICS,2022-01,58
POLITICS,2022-02,41
POLITICS,2022-03,46
POLITICS,2022-04,45
POLITICS,2022-05,44
POLITICS,2022-06,44
POLITICS,2022-07,48
POLITICS,2022-08,53
POLITICS,2022-09,20
QUEER VOICES,2012-01,8
QUEER VOICES,2012-02,43
QUEER VOICES,2012-03,28
QUEER VOICES,2012-04,40
QUEER VOICES,2012-05,60
QUEER VOICES,2012-06,33
QUEER VOICES,2012-07,51
QUEER VOICES,2012-08,21
QUEER VOICES,2012-09,42
QUEER VOICES,2012-10,52
QUEER VOICES,2012-11,35
QUEER VOICES,2012-12,61
QUEER VOICES,2013-01,51
QUEER VOICES,2013-02,55
QUEER VOICES,2013-03,53
QUEER VOICES,2013-04,36
QUEER VOICES,2013-05,47
QUEER VOICES,2013-06,76
QUEER VOICES,2013-07,44
QUEER VOICES,2013-08,66
QUEER VOICES,2013-09,50
QUEER VOICES,2013-10,64
QUEER VOICES,2013-11,63
QUEER VOICES,2013-12,76
QUEER VOICES,2014-01,54
QUEER VOICES,2014-02,43
QUEER VOICES,2014-03,52
QUEER VOICES,2014-04,57
QUEER VOICES,2014-05,100
QUEER VOICES,2014-06,113
QUEER VOICES,2014-07,84
QUEER VOICES,2014-08,89
QUEER VOICES,2014-09,85
QUEER VOICES,2014-10,98
QUEER VOICES,2014-11,99
QUEER VOICES,2014-12,97
QUEER VOICES,2015-01,95
QUEER VOICES,2015-02,99
QUEER VOICES,2015-03,90
QUEER VOICES,2015-04,102
QUEER VOICES,2015-05,88
QUEER VOICES,2015-06,125
QUEER VOICES,2015-07,112
QUEER VOICES,2015-08,94
QUEER VOICES,2015-09,95
QUEER VOICES,2015-10,81
QUEER VOICES,2015-11,85
QUEER VOICES,2015-12,72
QUEER VOICES,2016-01,65
QUEER VOICES,2016-02,74
QUEER VOICES,2016-03,84
QUEER VOICES,2016-04,95
QUEER VOICES,2016-05,106
QUEER VOICES,2016-06,138
QUEER VOICES,2016-07,94
QUEER VOICES,2016-08,104
QUEER VOICES,2016-09,100
QUEER VOICES,2016-10,97
QUEER VOICES,2016-11,95
QUEER VOICES,2016-12,113
QUEER VOICES,2017-01,120
QUEER VOICES,2017-02,121
QUEER VOICES,2017-03,99
QUEER VOICES,2017-04,100
QUEER VOICES,2017-05,108
QUEER VOICES,2017-06,175
QUEER VOICES,2017-07,134
QUEER VOICES,2017-08,137
QUEER VOICES,2017-09,105
QUEER VOICES,2017-10,143
QUEER VOICES,2017-11,96
QUEER VOICES,2017-12,96
QUEER VOICES,2018-01,102
QUEER VOICES,2018-02,90
QUEER VOICES,2018-03,109
QUEER VOICES,2018-04,79
QUEER VOICES,2018-05,71
QUEER VOICES,2018-06,2
QUEER VOICES,2018-07,4
QUEER VOICES,2018-09,1
QUEER VOICES,2018-10,3
QUEER VOICES,2018-11,4
QUEER VOICES,2019-01,1
QUEER VOICES,2019-02,2
QUEER VOICES,2019-03,1
QUEER VOICES,2019-05,1
QUEER VOICES,2019-10,1
QUEER VOICES,2019-12,4
QUEER VOICES,2020-05,1
QUEER VOICES,2020-06,1
QUEER VOICES,2020-08,1
QUEER VOICES,2020-09,1
QUEER VOICES,2020-12,1
QUEER VOICES,2021-06,2
QUEER VOICES,2022-05,1
QUEER VOICES,2022-07,1
RELIGION,2014-04,52
RELIGION,2014-05,81
RELIGION,2014-06,87
RELIGION,2014-07,111
RELIGION,2014-08,85
RELIGION,2014-09,79
RELIGION,2014-10,90
RELIGION,2014-11,90
RELIGION,2014-12,114
RELIGION,2015-01,115
RELIGION,2015-02,105
RELIGION,2015-03,85
RELIGION,2015-04,86
RELIGION,2015-05,79
RELIGION,2015-06,112
RELIGION,2015-07,94
RELIGION,2015-08,65
RELIGION,2015-09,88
RELIGION,2015-10,50
RELIGION,2015-11,28
RELIGION,2015-12,41
RELIGION,2016-01,18
RELIGION,2016-02,15
RELIGION,2016-03,27
RELIGION,2016-04,21
RELIGION,2016-05,30
RELIGION,2016-06,43
RELIGION,2016-07,45
RELIGION,2016-08,60
RELIGION,2016-09,39
RELIGION,2016-10,38
RELIGION,2016-11,42
RELIGION,2016-12,46
RELIGION,2017-01,45
RELIGION,2017-02,20
RELIGION,2017-03,14
RELIGION,2017-04,25
RELIGION,2017-05,24
RELIGION,2017-06,40
RELIGION,2017-07,27
RELIGION,2017-08,41
RELIGION,2017-09,36
RELIGION,2017-10,17
RELIGION,2017-11,25
RELIGION,2017-12,16
RELIGION,2018-01,20
RELIGION,2018-02,12
RELIGION,2018-03,13
RELIGION,2018-04,8
RELIGION,2018-05,12
RELIGION,2018-07,3
RELIGION,2018-08,1
RELIGION,2018-09,2
RELIGION,2018-10,1
RELIGION,2018-12,2
RELIGION,2019-02,3
RELIGION,2019-03,2
RELIGION,2019-05,1
RELIGION,2019-11,1
RELIGION,2019-12,3
RELIGION,2021-01,1
RELIGION,2021-10,1
SCIENCE,2012-01,6
SCIENCE,2012-02,31
SCIENCE,2012-03,30
SCIENCE,2012-04,24
SCIENCE,2012-05,31
SCIENCE,2012-06,29
SCIENCE,2012-07,34
SCIENCE,2012-08,32
SCIENCE,2012-09,32
SCIENCE,2012-10,21
SCIENCE,2012-11,37
SCIENCE,2012-12,40
SCIENCE,2013-01,37
SCIENCE,2013-02,28
SCIENCE,2013-03,34
SCIENCE,2013-04,28
SCIENCE,2013-05,30
SCIENCE,2013-06,27
SCIENCE,2013-07,33
SCIENCE,2013-08,30
SCIENCE,2013-09,27
SCIENCE,2013-10,21
SCIENCE,2013-11,29
SCIENCE,2013-12,36
SCIENCE,2014-01,34
SCIENCE,2014-02,31
SCIENCE,2014-03,17
SCIENCE,2014-04,24
SCIENCE,2014-05,46
SCIENCE,2014-06,51
SCIENCE,2014-07,44
SCIENCE,2014-08,57
SCIENCE,2014-09,35
SCIENCE,2014-10,45
SCIENCE,2014-11,27
SCIENCE,2014-12,36
SCIENCE,2015-01,33
SCIENCE,2015-02,45
SCIENCE,2015-03,34
SCIENCE,2015-04,38
SCIENCE,2015-05,35
SCIENCE,2015-06,31
SCIENCE,2015-07,38
SCIENCE,2015-08,57
SCIENCE,2015-09,36
SCIENCE,2015-10,45
SCIENCE,2015-11,53
SCIENCE,2015-12,61
SCIENCE,2016-01,65
SCIENCE,2016-02,49
SCIENCE,2016-03,59
SCIENCE,2016-04,45
SCIENCE,2016-05,23
SCIENCE,2016-06,26
SCIENCE,2016-07,25
SCIENCE,2016-08,19
SCIENCE,2016-09,26
SCIENCE,2016-10,19
SCIENCE,2016-11,14
SCIENCE,2016-12,13
SCIENCE,2017-01,6
SCIENCE,2017-02,6
SCIENCE,2017-03,9
SCIENCE,2017-04,12
SCIENCE,2017-05,9
SCIENCE,2017-06,9
SCIENCE,2017-07,10
SCIENCE,2017-08,13
SCIENCE,2017-09,5
SCIENCE,2017-10,7
SCIENCE,2017-11,3
SCIENCE,2017-12,6
SCIENCE,2018-01,7
SCIENCE,2018-02,7
SCIENCE,2018-03,11
SCIENCE,2018-04,9
SCIENCE,2018-05,6
SCIENCE,2018-10,2
SCIENCE,2018-11,4
SCIENCE,2018-12,1
SCIENCE,2019-02,1
SCIENCE,2020-04,1
SCIENCE,2020-08,1
SCIENCE,2020-10,1
SCIENCE,2021-01,1
SCIENCE,2021-02,2
SCIENCE,2021-03,1
SCIENCE,2021-04,1
SCIENCE,2021-06,1
SCIENCE,2021-07,1
SCIENCE,2021-10,1
SCIENCE,2021-11,1
SCIENCE,2021-12,1
SCIENCE,2022-01,2
SCIENCE,2022-07,3
SCIENCE,2022-08,1
SCIENCE,2022-09,1
SPORTS,2012-01,9
SPORTS,2012-02,9
SPORTS,2012-03,32
SPORTS,2012-04,11
SPORTS,2012-05,24
SPORTS,2012-06,14
SPORTS,2012-07,2
SPORTS,2012-08,5
SPORTS,2012-09,42
SPORTS,2012-10,49
SPORTS,2012-11,28
SPORTS,2012-12,46
SPORTS,2013-01,39
SPORTS,2013-02,34
SPORTS,2013-03,28
SPORTS,2013-04,1
SPORTS,2013-05,5
SPORTS,2013-06,7
SPORTS,2013-07,7
SPORTS,2013-08,33
SPORTS,2013-09,29
SPORTS,2013-10,41
SPORTS,2013-11,21
SPORTS,2013-12,24
SPORTS,2014-01,43
SPORTS,2014-02,44
SPORTS,2014-03,62
SPORTS,2014-04,64
SPORTS,2014-05,74
SPORTS,2014-06,136
SPORTS,2014-07,121
SPORTS,2014-08,80
SPORTS,2014-09,102
